"Opportunity Name","Opportunity Type","Description","Organization","Grade Level","Financial Aid","State","Cost","Start Date","End Date","Deadline Date","Contact First Name","Contact Last Name","Contact Phone Number","Contact Email","Application URL","Opportunity Category","GPA","Race","Gender","Major","Recommendation","Essay","Renewable","Scholarship Amount"
"STEMPREP Distance Learning Program","Summer Opportunity ","Building Minorities in Science Technology Engineering Math and Medicine.
 The Distance Learning Center (DLC) is a non-profit corporation whose mission is to increase the numberл_of underrepresented minorities (African-Americans, Mexican-Americans, Native Americans, Native Hawaiians and Mainland Puerto Ricans) in science, technology, engineering, math and medicine (STEMM).
 DLC STEMMPREP PROJECT _СР Students gain exposure to STEMM by working in STEMM based labs during the summer starting as early as the seventh grade and based upon performance are invited back each subsequent year through college.
 DLC MINORITY TRAINEE RESEARCH FORUM (MTRF) _СР National Abstract Competition for underrepresented minority trainees. Awardees win a full travel fellowship to present their research.
 100% of our trainees attend college 100% graduate from college Greater than 90% complete our STEMMPREP Project Greater than 80% our college seniors matriculate into graduate or medical school","UT Southwestern","10,11,12","No","Texas","$5,500.00","6/3/2021","8/2/2021","3/31/2021","Moses","Williams","267. 238. 2900","moses.lee.williams@gmail.com","http://thedistancelearningcenter.org/application-process/","Science Health and Medicine","","","","","","","",""
"National High School Institute Film and Video Division","Summer Opportunity ","National High School Institute
 Theatre Arts, Design/Tech _СРл_June 26th _СР July 31st, 2016 Musical Theatre Extension _СРл_July 31st _СР August 14th, 2016 Our Theatre Arts Division is an immersive, hands-on exploration into stage performance and production.л_ A rigorous combination of classes and rehearsals provide students with a challenging and inspiring learning environment every day for 5 weeks.л_ Working with professional theatre _С_","Northwestern University","9,10,11,12","No","Illinois","$6,050.00","7/31/2021","8/14/2021","1/1/2021","Northwestern","High-School","(847) 491-3026 ","nhsi@northwestern.edu","https://nhsi.northwestern.edu/film-video-division/","Arts Design and Communication","","","","","","","",""
"National High School Institute Film and Video Division","Summer Opportunity ","National High School Institute
 Theatre Arts, Design/Tech _СРл_June 26th _СР July 31st, 2016 Musical Theatre Extension _СРл_July 31st _СР August 14th, 2016 Our Theatre Arts Division is an immersive, hands-on exploration into stage performance and production.л_ A rigorous combination of classes and rehearsals provide students with a challenging and inspiring learning environment every day for 5 weeks.л_ Working with professional theatre _С_","Northwestern University","9,10,11,12","No","Illinois","$6,050.00","7/31/2021","8/14/2021","1/1/2021","Northwestern","High-School","(847) 491-3026","nhsi@northwestern.edu","https://nhsi.northwestern.edu/film-video-division/","Arts Design and Communication","","","","","","","",""
"SSP - Summer Science Program","Summer Opportunity ","The Summer Science Program has been inspiring gifted young scientists for over 50 years, by accelerating their intellectual and social development. The Program takes place on two campuses: New Mexico Institute of Technology in Socorro, and University of Colorado in Boulder. At each campus, 36 rising high school seniors complete a challenging research project in celestial mechanics. Many alumni have gone on to distinguish themselves at selective universities, and to positions of leadership in their chosen careers. ... made possible by its own alumni Established in 1959, SSP is operated by a unique, independent non-profit, managed and largely funded by alumni, former faculty, parents, and others who want to help inspire the leaders of tomorrow. Join us!
 Applications open for 2016. We can remind you. How is SSP unique? Download or read online our Case for Support and find out. Next summer Purdue Univ. will host a pilot Summer Science Program in Biochemistry. Six SSP '15 alumni will design inhibitors for fungal pathogen enzymes. This research may contribute to eco-friendly protection for agricultural crops, important to feeding humanity.","Westmont College","10,11","Yes","Colorado","$6,950.00","6/14/2021","7/22/2021","1/31/2021","SSP","Program","866.728.0999","info2@ssp.org","http://www.summerscience.org/home/index.php","Science Health and Medicine","","","","","","","",""
"Stanford Summer Humanities Institute","Summer Opportunity ","Stanford Summer Humanities Institute is a summer enrichment program where rising high school juniors and seniors explore the big questions at the heart of the humanities in seminars led by distinguished Stanford professors.","Stanford University","11, 12","No","California","$7,100.00","6/22/2021","7/10/2021","1/29/2021","Stanford","Pre-Collegiate","","precollegiate@stanford.edu","https://summerhumanities.spcs.stanford.edu","Law Government and Social Studies","","","","","","","",""
"Summer Research Internships in Science and Engineering","Summer Opportunity ","In this six-week program, academically-motivated rising seniors will conduct research for 40 hours per week under the guidance of a faculty member, postdoctoral fellow, or graduate student mentor.","Boston University","12","Yes","Massachusetts","$7,650.00","7/5/2021","8/14/2021","2/25/2021","BU","Rise-Program","","rise@bu.edu","https://www.bu.edu/summer/forms/research-in-science-engineering-program-partner-application-for-admission/","Technology Math and Engineering","","","","","","","",""
"Tufts College Experience - Virtual","Summer Opportunity ","Welcome to Tufts College Experience - Virtual! All of Tufts University's world-class academic courses and programs began operating virtually in March 2020 and, as such, we are excited to welcome you to this new world of virtual learning. Thanks to the wonders of digital platforms, we are able to bring the exciting and rigorous academic experience of TCE safely to you in your home. Get a taste of what it is like to study with Tufts University and try-out life as a college student! Enroll in 6 to 8 credits of real Tufts Undergraduate-level courses and gain experience with the excitement, freedom, and challenge of college-level academics. Participate in our hallmark College Prep 101 program each Friday and gain insights from Tufts' staff on how to prepare for the college experience, learn what it's like to be an undergraduate from real Tufts students, and attend virtual campus tours at some of the leading higher education institutions around Boston. This program is designed to mirror the Undergraduate experience, allowing highly motivated students to select their own course schedule and mix college-level study with fun virtual activities and the opportunity to build college and life skills. Balancing the rigorous academic courses, most taught by Tufts faculty, with expert-led workshops and virtual social activities, the Tufts College Experience can help students prepare for college both academically and socially.","Tufts University","10,11,12","Yes","Massachusetts","$8,000.00","6/29/2021","8/7/2021","6/1/2021","Tufts","University","617.627.2000","courses@tufts.edu","https://universitycollege.tufts.edu/high-school","Leadership Business and Finance","","","","","","","",""
"Pre-College Honors Immersion ","Summer Opportunity ","In this program, you will take two courses--1 College Elective for credit in a topic of your interest and 1 Writing workshop to build skills needed for applying to college. You will experience what it's like to live at Wellesley College. You will cultivate connections with a community of young women from around the globe. You will open to academically motivated young women entering their junior or senior year of high school","Wellesley College","10,11,12","Yes","Massachusetts","$8,500.00","6/27/2021","7/24/2021","3/9/2021","Wellesley","Summer","781.283.2200","summer@wellesley.edu","http://www.wellesley.edu/summer","Law Government and Social Studies","","","","","","","",""
"Summer Institute Residency Program ","Summer Opportunity ","SAIC is committed to helping you grow and progress as artists and designers this summer, and is excited to be launching our Early College Program Online Summer Institute, led by our highly acclaimed faculty of artists and designers. You’ll join peers from around the globe to create portfolio-quality work, deepen your understanding of contemporary art making, and earn college credit. Experience dynamic virtual demos, engage in group critiques, and receive the ideal blend of one-on-one meeting time with faculty and independent exploration. ","School of the Art Institute of Chicago","9,10,11,12","Yes","Illinois","$8,634.00","7/27/2021","8/7/2021","4/1/2021","SAIC","Program ","312.629.6170","cs@saic.edu","http://www.saic.edu/cs/high_school/summerinstituteresidencyprogram/","Arts Design and Communication","","","","","","","",""
"Syracuse University Summer College For High School Students","Summer Opportunity ","Syracuse University Summer College
 Syracuse University on Instagram: _СТToday is the first day of fall! As the leaves turn orange,...
 _СТToday is the first day of fall! As the leaves turn orange, snap a pic and share it with #SyracuseU. _Сќ","Syracuse University","10,11,12","Yes","New York","$8,645.00","6/27/2021","8/7/2021","5/1/2021","Syracuse","University","315-443-5000","sumcoll@syr.edu","http://summercollege.syr.edu/","Law Government and Social Studies","","","","","","","",""
"Introduction to Architecture ","Summer Opportunity ","Introduction to Architecture is a rigorous six-week program that introduces high school and college students to architectural ideas, principles, and methods of exploring architectural problems in a studio setting. In ARCH 1300, you’ll attend lectures and workshops exploring architectural principles including composition, history, preservation, landscape architecture, planning, and urban design. In ARCH 1110, you'll put into practice what you’ve learned in the lectures as you develop skills in freehand drawing, architectural drawing, and model making, and experiment with software programs and emerging technologies. You'll also work on a series of design projects culminating in a final architectural proposition. The program incorporates studio critiques by teaching associates, and formal reviews by faculty and guest critics. Intensive individual instruction, small design seminars and discussion groups, and frequent progress reviews will prepare you for your final project presentation and portfolio review. No specialized knowledge is needed, beyond a serious interest in architectural design. (College students must register for ARCH 1110 and 1300 through Cornell University Summer Session.) This program requires a design tool kit at an additional cost of approximately $400, as well as the purchase of art supplies as required.","Cornell University - School of Continuing Education and Summer Sessions","11,12","Yes","New York","$9,120.00","6/22/0201","8/4/2021","6/1/2021","Cornell","University","607-255-6203","summer_college@cornell.edu","https://www.sce.cornell.edu/sc/programs/index.php?v=178","Arts Design and Communication","","","","","","","",""
"Pre-College Architecture Program","Summer Opportunity ","The Pre-College Architecture Program is an intensive summer experience for students with a keen interest in architecture.
Over the course of six weeks, students will experience the interdisciplinary field of architecture through the lens of Carnegie Mellon’s School of Architecture (SoA) as well as contemporary practices.

Students will experience the dynamic of architectural education within the studio, supported by integrated coursework in analog drawing, digital media, seminars and workshops. This approach will allow for broader exploration of design issues related to the environment, technology as well as the future of our cities. During the second half of the program, specialized workshops on design portfolio development will be conducted as an introduction to techniques for layout design and content composition. Portfolio reviews with faculty and members of the SoA admissions committee will give students an opportunity to curate their work for college submissions.","Carnegie Mellon University","11,12","Yes","Pennsylvania","$9,289.00","6/27/2021","8/8/2021","3/15/2021","Jenna","Kappelt","","soa-precollege@andrew.cmu.edu","https://www.cmu.edu/pre-college/academic-programs/architecture.html","Arts Design and Communication","","","","","","","",""
"IN FOCUS Seminar Sessions","Summer Opportunity ","IN FOCUS Seminars are designed to expose students to top Northwestern faculty highlighting themes relevant today. They do not have the time commitment or cost of a college credit course. These two-week noncredit seminars are structured like a college seminar course. Faculty will lead the seminar through discussion, readings and study, enabling a rich learning experience. Once students successfully complete their seminar they will receive an official Northwestern University transcript. If you wish to request credit at your high school for a seminar, discuss this with your counselor ahead of time since the acceptance of credit depends on your school's policy. There are sessions that focus on Ethical Problems: Public, Controversies, and Democracy, So You Want to be a Doctor?, Writing and Social Justice, Crime, Crisis and Genocide: Global Justice in the 21st Century, and more.","Northwestern University","9, 10, 11. 12","Yes","Illinois","$10,000.00","6/22/2021","7/3/2021","1/25/2021","Northwestern","College-Prep","847-467-6703","cpp@northwestern.edu","http://sps.northwestern.edu/program-areas/summer/high-school-programs/college-preparation-program/infocus-bioscience.php","Law Government and Social Studies","","","","","","","",""
"Pre-Baccalaureate Program","Summer Opportunity ","The Brown University Pre-Baccalaureate Program is a highly selective program for rising or recently graduated High School Seniors ready to undertake the rigors of credit-bearing, undergraduate study. Pre-Baccalaureate students – known as Pre-Baccs – enroll in classes alongside Brown and visiting undergraduates in the University’s Summer Session. Courses open to Pre-Baccs are those open to first and second year undergraduates, and span the natural sciences and mathematics, the social sciences, the humanities, and the fine and performing arts.

The program attracts serious minded students – from across the country and around the globe. Together, Pre-Bacc’s form a close community of young scholars, sharing a residence hall and making Brown University’s campus their own and their home for an intense seven weeks. Their interests are as varied as the Brown curriculum, and what they share is commitment to learning and serious study.","Brown University","12","Yes","Rhode Island","$12,909.00","6/21/2021","8/7/2021","4/13/2021","James","Chansky","(401) 863-7900","precollege@brown.edu","http://www.brown.edu/academics/pre-college/credit-courses.php","Arts Design and Communication","","","","","","","",""
"Biological Research and the Health Professions - Summer College Programs","Summer Opportunity ","The Cornell University Research Apprenticeship in the Biological Sciences (RABS) offers a small number of serious, research-oriented students the rare opportunity to join a top-notch laboratory at one of the world’s leading research institutions. During this innovative, intensive, and highly selective program, you'll become part of the renowned biomedical research community at Cornell's Ithaca campus, studying under the guidance of distinguished Cornell faculty members as you pursue research in an area of your choosing.","Cornell University","11,12,15,16","Yes","New York","$13,500.00","6/20/2021","8/1/2021","3/6/2021","Cornell","Pre-College","607-255-6203","summer_college@cornell.edu","https://www.sce.cornell.edu/sc/programs/index.php?v=171","Science Health and Medicine","","","","","","","",""
"Cornell Engineering Experience - Summer College Programs","Summer Opportunity ","In this program you'll use your math and science skills to address real-world challenges and explore the field of engineering.Through labs, team projects, guest speakers, and field trips, you'll gain an overview of college and career opportunities in engineering. You'll engage in hands-on exercises designed to give you practice developing products and solving design challenges. You'll also meet with College of Engineering advisors and tour Cornell's innovative research facilities.","Cornell University","11,12,15,16","Yes","New York","$13,500.00","6/20/2021","8/4/2021","5/1/2021","Cornell","Pre-College","607-255-6203","summer_college@cornell.edu","https://www.sce.cornell.edu/sc/programs/index.php?v=184","Technology Math and Engineering","","","","","","","",""
